M z y MLa eta f0
2.425 0.01546875 0.290625 1.928125 0.20437499999999997 0.007103125000000001
2.025 0.02296875 0.34062499999999996 2.2781249999999997 0.294375 0.019553125
2.0375 0.018984374999999998 0.3203125 1.9828124999999999 0.14531249999999998 0.0230546875
2.4375 0.026484374999999998 0.2703125 1.6328125 0.23531249999999998 0.0106046875
2.6374999999999997 0.015234375 0.34531249999999997 2.1578125 0.28031249999999996 0.004379687500000001
2.2375 0.022734375 0.2953125 1.8078125 0.1903125 0.0168296875
2.3375 0.017109375 0.2578125 1.8953125 0.1678125 0.0199421875
2.7375 0.024609375 0.3078125 2.2453125 0.2578125 0.007492187500000001
2.5374999999999996 0.020859375 0.2828125 1.7203125000000001 0.2128125 0.0012671875
2.1375 0.028359375 0.33281249999999996 2.0703125 0.12281249999999999 0.0137171875
2.1875 0.016171875 0.2765625 2.2890625 0.2465625 0.0183859375
2.5875 0.023671875 0.3265625 1.9390625 0.1565625 0.005935937500000001
2.7874999999999996 0.019921875 0.2515625 2.1140624999999997 0.20156249999999998 0.0121609375
2.3874999999999997 0.027421875 0.3015625 1.7640625 0.2915625 0.024610937500000003
2.2875 0.021796875 0.3390625 1.6765625000000002 0.2690625 0.0152734375
2.6875 0.029296875 0.2890625 2.0265625 0.17906249999999999 0.0028234375
2.4875 0.018046875 0.31406249999999997 1.8515625 0.1340625 0.009048437500000001
2.0875 0.025546874999999997 0.2640625 2.2015624999999996 0.2240625 0.021498437500000002
2.0625 0.018515625 0.32968749999999997 1.6984375 0.1959375 0.0020453125000000003
2.4625 0.026015625 0.2796875 2.0484375 0.28593749999999996 0.014495312500000001
2.6624999999999996 0.022265624999999997 0.3046875 1.8734375 0.24093749999999997 0.0207203125
2.2625 0.029765624999999997 0.2546875 2.2234374999999997 0.1509375 0.0082703125
2.3625 0.020390625 0.2921875 2.1359375 0.12843749999999998 0.005157812500000001
2.7624999999999997 0.027890625 0.3421875 1.7859375 0.2184375 0.0176078125
2.5625 0.016640625 0.2671875 1.9609375 0.2634375 0.0238328125
2.1625 0.024140625 0.31718749999999996 1.6109375000000001 0.1734375 0.0113828125
2.1125 0.021328125 0.2734375 1.8296875 0.2971875 0.0067140625
2.5124999999999997 0.028828125 0.3234375 2.1796875 0.2071875 0.019164062500000002
2.7125 0.017578125 0.29843749999999997 1.6546875 0.16218749999999998 0.012939062500000001
2.3125 0.025078125 0.34843749999999996 2.0046875 0.2521875 0.0004890625
2.2125 0.015703125 0.3109375 2.0921875 0.2296875 0.0098265625
2.6125 0.023203124999999998 0.2609375 1.7421875 0.1396875 0.0222765625
2.4125 0.019453124999999998 0.3359375 2.2671875 0.1846875 0.0160515625
2.0125 0.026953125 0.2859375 1.9171875 0.2746875 0.0036015625
2.01875 0.0209765625 0.33203125 2.18515625 0.23671874999999998 0.01118828125
2.4187499999999997 0.028476562499999997 0.28203125 1.83515625 0.14671875 0.02363828125
2.61875 0.0172265625 0.30703125 2.01015625 0.19171875 0.01741328125
2.21875 0.0247265625 0.25703125 1.66015625 0.28171875 0.004963281250000001
2.31875 0.015351562499999999 0.29453124999999997 1.74765625 0.25921875 0.00807578125
2.71875 0.0228515625 0.34453124999999996 2.09765625 0.16921875 0.02052578125
2.51875 0.0191015625 0.26953125 1.92265625 0.12421874999999999 0.01430078125
2.11875 0.0266015625 0.31953125 2.27265625 0.21421874999999999 0.0018507812500000002
2.16875 0.018164062499999998 0.26328125 2.05390625 0.15796875 0.00340703125
2.5687499999999996 0.0256640625 0.31328124999999996 1.70390625 0.24796875 0.01585703125
2.76875 0.021914062499999998 0.28828125 2.2289062499999996 0.29296875 0.022082031250000002
2.36875 0.029414062499999998 0.33828125 1.87890625 0.20296874999999998 0.00963203125
2.26875 0.0200390625 0.30078125 1.79140625 0.18046874999999998 0.00029453125000000003
2.6687499999999997 0.0275390625 0.25078125 2.1414062499999997 0.27046875 0.01274453125
2.46875 0.0162890625 0.32578124999999997 1.61640625 0.22546875 0.01896953125
2.06875 0.0237890625 0.27578125 1.96640625 0.13546875 0.006519531250000001
2.09375 0.0167578125 0.31640625 1.9445312499999998 0.28734375 0.01352265625
2.49375 0.0242578125 0.26640625 2.29453125 0.19734374999999998 0.00107265625
2.6937499999999996 0.0205078125 0.34140624999999997 1.76953125 0.15234375 0.007297656250000001
2.29375 0.0280078125 0.29140625 2.1195312499999996 0.24234375 0.019747656250000002
2.39375 0.022382812499999998 0.25390625 2.0320312499999997 0.21984375 0.01663515625
2.7937499999999997 0.0298828125 0.30390625 1.68203125 0.12984375 0.0041851562500000005
2.59375 0.0186328125 0.27890625 2.20703125 0.17484375 0.01041015625
2.19375 0.026132812499999998 0.32890624999999996 1.85703125 0.26484375 0.022860156250000003
2.14375 0.0195703125 0.28515625 1.6382812500000001 0.20859375 0.02130390625
2.5437499999999997 0.0270703125 0.33515625 1.98828125 0.29859375 0.00885390625
2.74375 0.0158203125 0.26015625 1.81328125 0.25359374999999995 0.00262890625
2.34375 0.0233203125 0.31015624999999997 2.16328125 0.16359374999999998 0.015078906250000001
2.24375 0.017695312499999998 0.34765625 2.2507812499999997 0.14109375 0.02441640625
2.64375 0.025195312499999997 0.29765625 1.90078125 0.23109375 0.01196640625
2.44375 0.0214453125 0.32265625 2.07578125 0.27609375 0.005741406250000001
2.04375 0.0289453125 0.27265625 1.72578125 0.18609375 0.01819140625
2.03125 0.0169921875 0.28984375 1.84609375 0.21140625 0.01546796875
2.43125 0.0244921875 0.33984375 2.1960937499999997 0.12140625 0.0030179687500000003
2.6312499999999996 0.0207421875 0.26484375 1.67109375 0.16640624999999998 0.00924296875
2.23125 0.028242187499999998 0.31484375 2.02109375 0.25640625 0.02169296875
2.33125 0.0188671875 0.32734375 2.10859375 0.27890625 0.018580468750000002
2.7312499999999997 0.0263671875 0.27734375 1.75859375 0.18890625 0.0061304687500000005
2.53125 0.015117187499999999 0.30234374999999997 2.2835937499999996 0.14390624999999999 0.012355468750000001
2.13125 0.0226171875 0.25234375 1.93359375 0.23390624999999998 0.02480546875
2.18125 0.0216796875 0.30859375 1.71484375 0.13265625 0.02013671875
2.58125 0.0291796875 0.25859375 2.06484375 0.22265625 0.007686718750000001
2.78125 0.0179296875 0.33359374999999997 1.88984375 0.26765625 0.0014617187500000001
2.38125 0.0254296875 0.28359375 2.23984375 0.17765625 0.013911718750000001
2.28125 0.016054687499999998 0.27109375 2.15234375 0.20015624999999998 0.02324921875
2.68125 0.023554687499999998 0.32109374999999996 1.80234375 0.29015625 0.01079921875
2.4812499999999997 0.0198046875 0.29609375 1.97734375 0.24515625 0.004574218750000001
2.08125 0.0273046875 0.34609375 1.62734375 0.15515625 0.01702421875
2.05625 0.020273437499999998 0.26171875 2.26171875 0.26203125 0.01002109375
2.45625 0.027773437499999998 0.31171875 1.91171875 0.17203125 0.02247109375
2.65625 0.016523437499999998 0.28671875 2.0867187499999997 0.12703124999999998 0.01624609375
2.25625 0.0240234375 0.33671874999999996 1.73671875 0.21703125 0.00379609375
2.3562499999999997 0.0183984375 0.32421875 1.6492187500000002 0.23953124999999997 0.006908593750000001
2.7562499999999996 0.0258984375 0.27421875 1.9992187499999998 0.14953125 0.01935859375
2.55625 0.0221484375 0.34921874999999997 1.82421875 0.19453125 0.01313359375
2.15625 0.0296484375 0.29921875 2.1742187499999996 0.28453125 0.0006835937500000001
2.10625 0.015585937499999999 0.34296875 1.95546875 0.18328125 0.00535234375
2.5062499999999996 0.0230859375 0.29296875 1.60546875 0.27328125000000003 0.01780234375
2.70625 0.019335937499999997 0.31796874999999997 2.13046875 0.22828125 0.024027343750000003
2.30625 0.026835937499999997 0.26796875 1.78046875 0.13828125 0.01157734375
2.20625 0.0212109375 0.28046875 1.86796875 0.16078125 0.00223984375
2.6062499999999997 0.0287109375 0.33046875 2.21796875 0.25078124999999996 0.01468984375
2.40625 0.0174609375 0.25546875 1.6929687500000001 0.29578125 0.020914843750000002
2.00625 0.0249609375 0.30546875 2.04296875 0.20578125 0.00846484375
2.009375 0.01998046875 0.279296875 1.7339843750000001 0.282421875 0.016926953125
2.409375 0.02748046875 0.329296875 2.083984375 0.192421875 0.0044769531250000005
2.609375 0.01623046875 0.254296875 1.908984375 0.14742187499999998 0.010701953125
2.209375 0.023730468749999997 0.30429687499999997 2.258984375 0.237421875 0.023151953125000003
2.309375 0.01810546875 0.341796875 2.171484375 0.21492187499999998 0.013814453125
2.7093749999999996 0.02560546875 0.291796875 1.821484375 0.124921875 0.0013644531250000002
2.509375 0.02185546875 0.316796875 1.9964843749999999 0.169921875 0.007589453125000001
2.109375 0.02935546875 0.266796875 1.646484375 0.25992187499999997 0.020039453125000002
2.159375 0.01529296875 0.32304687499999996 1.777734375 0.203671875 0.024708203125
2.5593749999999997 0.02279296875 0.273046875 2.1277343749999997 0.293671875 0.012258203125
2.759375 0.01904296875 0.348046875 1.602734375 0.248671875 0.006033203125000001
2.359375 0.02654296875 0.298046875 1.952734375 0.158671875 0.018483203125
2.259375 0.020917968749999998 0.260546875 2.040234375 0.136171875 0.021595703125
2.659375 0.02841796875 0.310546875 1.690234375 0.226171875 0.009145703125
2.459375 0.01716796875 0.285546875 2.2152343749999996 0.27117187499999995 0.002920703125
2.059375 0.024667968749999998 0.33554687499999997 1.865234375 0.18117187499999998 0.015370703125000001
2.084375 0.01763671875 0.269921875 2.018359375 0.243046875 0.008367578125
2.484375 0.02513671875 0.31992187499999997 1.668359375 0.153046875 0.020817578125
2.6843749999999997 0.02138671875 0.294921875 2.193359375 0.198046875 0.014592578125
2.284375 0.02888671875 0.344921875 1.843359375 0.288046875 0.002142578125
2.384375 0.01951171875 0.307421875 1.930859375 0.26554687499999996 0.011480078125000001
2.784375 0.027011718749999997 0.257421875 2.280859375 0.175546875 0.023930078125
2.5843749999999996 0.01576171875 0.332421875 1.755859375 0.130546875 0.017705078125000002
2.184375 0.02326171875 0.282421875 2.1058593749999996 0.22054687499999998 0.005255078125000001
2.134375 0.02232421875 0.326171875 2.2371093749999997 0.164296875 0.000586328125
2.534375 0.02982421875 0.276171875 1.887109375 0.254296875 0.013036328125
2.734375 0.01857421875 0.301171875 2.062109375 0.299296875 0.019261328125
2.334375 0.02607421875 0.251171875 1.712109375 0.209296875 0.006811328125000001
2.234375 0.016699218749999998 0.288671875 1.6246093750000001 0.18679687499999997 0.0036988281250000003
2.634375 0.02419921875 0.33867187499999996 1.974609375 0.276796875 0.016148828125
2.4343749999999997 0.020449218749999998 0.263671875 1.799609375 0.23179687499999999 0.022373828125000002
2.034375 0.027949218749999998 0.313671875 2.149609375 0.141796875 0.009923828125
2.046875 0.01599609375 0.349609375 2.116796875 0.257109375 0.0064222656250000005
2.446875 0.02349609375 0.299609375 1.766796875 0.167109375 0.018872265625000002
2.6468749999999996 0.01974609375 0.324609375 2.2917968749999997 0.12210937499999999 0.012647265625000001
2.246875 0.02724609375 0.274609375 1.941796875 0.212109375 0.000197265625
2.346875 0.02162109375 0.287109375 1.854296875 0.234609375 0.009534765625
2.7468749999999997 0.02912109375 0.337109375 2.204296875 0.14460937499999998 0.021984765625
2.546875 0.01787109375 0.262109375 1.6792968750000001 0.189609375 0.015759765625
2.146875 0.025371093749999997 0.31210937499999997 2.029296875 0.279609375 0.003309765625
2.196875 0.018808593749999998 0.255859375 2.1605468749999996 0.178359375 0.001753515625
2.596875 0.026308593749999998 0.305859375 1.810546875 0.26835937499999996 0.014203515625000001
2.796875 0.01505859375 0.280859375 1.9855468749999998 0.22335937499999997 0.020428515625
2.396875 0.022558593749999998 0.33085937499999996 1.6355468750000002 0.133359375 0.007978515625
2.296875 0.01693359375 0.318359375 1.723046875 0.155859375 0.004866015625000001
2.696875 0.02443359375 0.268359375 2.0730468749999997 0.245859375 0.017316015625
2.4968749999999997 0.02068359375 0.34335937499999997 1.898046875 0.290859375 0.023541015625
2.096875 0.02818359375 0.293359375 2.248046875 0.200859375 0.011091015625
2.071875 0.02115234375 0.302734375 1.657421875 0.21773437499999998 0.018094140625
2.471875 0.028652343749999996 0.252734375 2.007421875 0.12773437499999998 0.005644140625
2.671875 0.01740234375 0.32773437499999997 1.832421875 0.172734375 0.011869140625
2.271875 0.02490234375 0.277734375 2.1824218749999997 0.26273437499999996 0.024319140625000003
2.3718749999999997 0.015527343749999999 0.265234375 2.2699218749999996 0.285234375 0.014981640625
2.7718749999999996 0.02302734375 0.31523437499999996 1.919921875 0.195234375 0.002531640625
2.571875 0.01927734375 0.290234375 2.094921875 0.150234375 0.008756640625
2.171875 0.026777343749999998 0.340234375 1.744921875 0.240234375 0.021206640625000002
2.121875 0.01833984375 0.29648437499999997 1.876171875 0.138984375 0.022762890625
2.5218749999999996 0.02583984375 0.34648437499999996 2.226171875 0.228984375 0.010312890625
2.721875 0.022089843749999998 0.271484375 1.701171875 0.273984375 0.004087890625000001
2.321875 0.029589843749999997 0.321484375 2.051171875 0.18398437499999998 0.016537890625
2.221875 0.02021484375 0.333984375 1.963671875 0.206484375 0.019650390625
2.6218749999999997 0.02771484375 0.283984375 1.613671875 0.296484375 0.007200390625000001
2.421875 0.01646484375 0.308984375 2.138671875 0.251484375 0.0009753906250000001
2.021875 0.02396484375 0.258984375 1.788671875 0.16148437499999999 0.013425390625
2.015625 0.017988281249999998 0.309765625 2.231640625 0.165703125 0.021790234375000002
2.415625 0.02548828125 0.259765625 1.881640625 0.25570312500000003 0.009340234375000001
2.6156249999999996 0.021738281249999998 0.33476562499999996 2.056640625 0.210703125 0.003115234375
2.215625 0.029238281249999998 0.284765625 1.7066406250000001 0.120703125 0.015565234375
2.315625 0.01986328125 0.272265625 1.619140625 0.143203125 0.024902734375000003
2.7156249999999997 0.02736328125 0.322265625 1.9691406249999999 0.233203125 0.012452734375
2.515625 0.01611328125 0.297265625 1.794140625 0.278203125 0.006227734375000001
2.115625 0.02361328125 0.34726562499999997 2.144140625 0.188203125 0.018677734375
2.165625 0.020800781249999997 0.291015625 2.012890625 0.266953125 0.014008984375
2.565625 0.028300781249999997 0.341015625 1.6628906250000002 0.176953125 0.0015589843750000003
2.765625 0.01705078125 0.266015625 2.1878906249999996 0.131953125 0.0077839843750000005
2.365625 0.02455078125 0.31601562499999997 1.837890625 0.22195312499999997 0.020233984375
2.265625 0.01517578125 0.328515625 1.925390625 0.244453125 0.017121484375
2.665625 0.02267578125 0.278515625 2.275390625 0.154453125 0.004671484375000001
2.4656249999999997 0.01892578125 0.303515625 1.750390625 0.199453125 0.010896484375
2.065625 0.02642578125 0.253515625 2.1003906249999997 0.289453125 0.023346484375
2.090625 0.01939453125 0.337890625 1.816015625 0.12632812499999999 0.003893359375
2.4906249999999996 0.02689453125 0.287890625 2.166015625 0.21632812499999998 0.016343359375
2.690625 0.01564453125 0.312890625 1.641015625 0.261328125 0.022568359375000003
2.290625 0.02314453125 0.262890625 1.991015625 0.171328125 0.010118359375
2.390625 0.017519531249999998 0.275390625 2.078515625 0.193828125 0.0007808593750000001
2.790625 0.025019531249999998 0.325390625 1.728515625 0.283828125 0.013230859375
2.5906249999999997 0.02126953125 0.250390625 2.253515625 0.238828125 0.019455859375000002
2.190625 0.02876953125 0.30039062499999997 1.903515625 0.148828125 0.007005859375000001
2.140625 0.01658203125 0.256640625 1.772265625 0.227578125 0.011674609375
2.540625 0.024082031249999997 0.306640625 2.122265625 0.137578125 0.024124609375
2.7406249999999996 0.02033203125 0.281640625 1.947265625 0.18257812499999998 0.017899609375
2.3406249999999997 0.02783203125 0.33164062499999997 2.2972656249999996 0.272578125 0.005449609375000001
2.240625 0.02220703125 0.31914062499999996 2.2097656249999997 0.29507812499999997 0.008562109375
2.640625 0.029707031249999998 0.269140625 1.859765625 0.205078125 0.021012109375
2.440625 0.01845703125 0.344140625 2.034765625 0.160078125 0.014787109375000001
2.040625 0.02595703125 0.294140625 1.684765625 0.250078125 0.002337109375
2.028125 0.02197265625 0.267578125 1.892578125 0.191015625 0.005060546875
2.428125 0.02947265625 0.317578125 2.2425781249999996 0.281015625 0.017510546875
2.628125 0.01822265625 0.29257812499999997 1.717578125 0.236015625 0.023735546875000003
2.228125 0.02572265625 0.34257812499999996 2.067578125 0.14601562499999998 0.011285546875
2.328125 0.01634765625 0.305078125 1.980078125 0.12351562499999999 0.0019480468750000001
2.728125 0.02384765625 0.255078125 1.630078125 0.213515625 0.014398046875
2.5281249999999997 0.02009765625 0.330078125 2.1550781249999997 0.258515625 0.020623046875000002
2.128125 0.027597656249999998 0.280078125 1.805078125 0.168515625 0.008173046875
2.178125 0.01728515625 0.336328125 1.673828125 0.292265625 0.009729296875
2.578125 0.02478515625 0.286328125 2.023828125 0.202265625 0.022179296875
2.7781249999999997 0.02103515625 0.31132812499999996 1.848828125 0.157265625 0.015954296875
2.378125 0.02853515625 0.261328125 2.198828125 0.247265625 0.003504296875
2.278125 0.019160156249999998 0.298828125 2.286328125 0.224765625 0.006616796875000001
2.6781249999999996 0.026660156249999997 0.348828125 1.936328125 0.134765625 0.019066796875
2.478125 0.01541015625 0.273828125 2.111328125 0.17976562499999998 0.012841796875
2.078125 0.02291015625 0.32382812499999997 1.761328125 0.269765625 0.000391796875
2.053125 0.015878906249999998 0.283203125 2.1332031249999996 0.151640625 0.019844921875
2.453125 0.023378906249999998 0.333203125 1.783203125 0.241640625 0.007394921875000001
2.6531249999999997 0.01962890625 0.258203125 1.9582031249999998 0.286640625 0.0011699218750000002
2.253125 0.02712890625 0.30820312499999997 1.6082031250000002 0.196640625 0.013619921875
2.353125 0.02150390625 0.345703125 1.695703125 0.174140625 0.022957421875
2.753125 0.02900390625 0.295703125 2.0457031249999997 0.264140625 0.010507421875
2.5531249999999996 0.01775390625 0.320703125 1.870703125 0.21914062499999998 0.004282421875
2.153125 0.02525390625 0.270703125 2.220703125 0.129140625 0.016732421875
2.103125 0.02056640625 0.314453125 2.089453125 0.252890625 0.015176171875
2.503125 0.02806640625 0.264453125 1.739453125 0.162890625 0.002726171875
2.703125 0.01681640625 0.33945312499999997 2.2644531249999997 0.207890625 0.008951171875
2.303125 0.02431640625 0.289453125 1.914453125 0.29789062499999996 0.021401171875
2.203125 0.01869140625 0.251953125 1.826953125 0.275390625 0.018288671875000002
2.603125 0.02619140625 0.301953125 2.176953125 0.18539062499999998 0.0058386718750000005
2.4031249999999997 0.02244140625 0.276953125 1.6519531250000001 0.140390625 0.012063671875000001
2.003125 0.029941406249999997 0.32695312499999996 2.001953125 0.230390625 0.024513671875
2.0046875 0.022470703124999998 0.3177734375 1.8064453125 0.2602734375 0.0027748046875
2.4046875 0.029970703124999998 0.2677734375 2.1564453125 0.17027343749999999 0.015224804687500001
2.6046875 0.018720703124999998 0.3427734375 1.6314453125000001 0.1252734375 0.0214498046875
2.2046875 0.026220703125 0.2927734375 1.9814453125 0.2152734375 0.0089998046875
2.3046875 0.016845703125 0.2552734375 2.0689453125 0.2377734375 0.005887304687500001
2.7046875 0.024345703125 0.30527343749999997 1.7189453125 0.1477734375 0.0183373046875
2.5046874999999997 0.020595703125 0.2802734375 2.2439453124999997 0.19277343749999998 0.0245623046875
2.1046875 0.028095703125 0.3302734375 1.8939453125 0.2827734375 0.0121123046875
2.1546875 0.017783203125 0.2865234375 1.7626953125 0.1815234375 0.007443554687500001
2.5546875 0.025283203125 0.33652343749999997 2.1126953124999996 0.27152343749999996 0.019893554687500002
2.7546874999999997 0.021533203124999997 0.2615234375 1.9376953124999998 0.22652343749999998 0.0136685546875
2.3546875 0.029033203124999997 0.3115234375 2.2876953125 0.13652343749999998 0.0012185546875000002
2.2546875 0.019658203125 0.3490234375 2.2001953125 0.1590234375 0.0105560546875
2.6546874999999996 0.027158203125 0.2990234375 1.8501953125 0.2490234375 0.023006054687500003
2.4546875 0.015908203125 0.32402343749999996 2.0251953124999997 0.2940234375 0.0167810546875
2.0546875 0.023408203125 0.2740234375 1.6751953125 0.2040234375 0.0043310546875000005
2.0796875 0.015439453124999999 0.3333984375 2.2220703124999996 0.2208984375 0.022227929687500002
2.4796875 0.022939453125 0.2833984375 1.8720703125 0.1308984375 0.0097779296875
2.6796875 0.019189453125 0.3083984375 2.0470703125 0.1758984375 0.0035529296875000003
2.2796875 0.026689453125 0.2583984375 1.6970703125 0.2658984375 0.0160029296875
2.3796874999999997 0.021064453125 0.2958984375 1.6095703125 0.2883984375 0.0191154296875
2.7796874999999996 0.028564453125 0.3458984375 1.9595703125 0.1983984375 0.006665429687500001
2.5796875 0.017314453125 0.2708984375 1.7845703125 0.15339843749999998 0.0004404296875
2.1796875 0.024814453124999997 0.32089843749999997 2.1345703124999997 0.2433984375 0.0128904296875
2.1296875 0.020126953125 0.2646484375 2.0033203125 0.1421484375 0.017559179687500003
2.5296874999999996 0.027626953125 0.3146484375 1.6533203125 0.23214843749999997 0.005109179687500001
2.7296875 0.016376953125 0.2896484375 2.1783203125 0.27714843749999996 0.011334179687500001
2.3296875 0.023876953125 0.33964843749999996 1.8283203125 0.1871484375 0.0237841796875
2.2296875 0.018251953124999998 0.3021484375 1.9158203125 0.2096484375 0.0144466796875
2.6296874999999997 0.025751953124999998 0.2521484375 2.2658203125 0.2996484375 0.0019966796875
2.4296875 0.022001953125 0.3271484375 1.7408203125 0.2546484375 0.0082216796875
2.0296875 0.029501953125 0.2771484375 2.0908203125 0.1646484375 0.0206716796875
2.0421875 0.018486328125 0.2599609375 2.1455078125 0.27996093749999995 0.024173242187500003
2.4421874999999997 0.025986328125 0.3099609375 1.7955078125 0.18996093749999998 0.0117232421875
2.6421875 0.022236328125 0.2849609375 1.9705078125 0.1449609375 0.0054982421875
2.2421875 0.029736328125 0.3349609375 1.6205078125 0.2349609375 0.0179482421875
2.3421875 0.020361328125 0.3224609375 1.7080078125 0.2124609375 0.021060742187500002
2.7421875 0.027861328125 0.2724609375 2.0580078125 0.12246093749999999 0.0086107421875
2.5421875 0.016611328124999998 0.34746093749999996 1.8830078125 0.1674609375 0.0023857421875
2.1421875 0.024111328124999998 0.29746093749999997 2.2330078125 0.2574609375 0.0148357421875
2.1921875 0.021298828125 0.3412109375 2.1017578125 0.2012109375 0.0163919921875
2.5921874999999996 0.028798828125 0.2912109375 1.7517578125 0.2912109375 0.0039419921875
2.7921875 0.017548828125 0.31621093749999996 2.2767578124999996 0.2462109375 0.0101669921875
2.3921875 0.025048828125 0.2662109375 1.9267578125 0.15621093749999998 0.0226169921875
2.2921875 0.015673828125 0.2787109375 1.8392578125 0.1337109375 0.0132794921875
2.6921874999999997 0.023173828124999997 0.32871093749999997 2.1892578124999997 0.22371093749999998 0.0008294921875000002
2.4921875 0.019423828125 0.2537109375 1.6642578125 0.26871093749999997 0.007054492187500001
2.0921875 0.026923828125 0.3037109375 2.0142578125 0.1787109375 0.0195044921875
2.0671875 0.018955078125 0.2880859375 1.9048828125 0.24058593749999999 0.0016076171875
2.4671875 0.026455078125 0.3380859375 2.2548828125 0.1505859375 0.014057617187500001
2.6671875 0.015205078125 0.2630859375 1.7298828125 0.19558593749999997 0.0202826171875
2.2671875 0.022705078125 0.31308593749999997 2.0798828124999997 0.2855859375 0.0078326171875
2.3671875 0.017080078125 0.3255859375 1.9923828124999998 0.2630859375 0.004720117187500001
2.7671875 0.024580078125 0.2755859375 1.6423828125000002 0.1730859375 0.0171701171875
2.5671874999999997 0.020830078125 0.3005859375 2.1673828124999996 0.1280859375 0.0233951171875
2.1671875 0.028330078124999998 0.2505859375 1.8173828125 0.2180859375 0.0109451171875
2.1171875 0.016142578125 0.3068359375 1.6861328125000001 0.1618359375 0.0093888671875
2.5171875 0.023642578125 0.2568359375 2.0361328125 0.2518359375 0.0218388671875
2.7171874999999996 0.019892578124999998 0.33183593749999996 1.8611328125 0.2968359375 0.0156138671875
2.3171875 0.027392578124999997 0.2818359375 2.2111328125 0.2068359375 0.0031638671875000002
2.2171875 0.021767578125 0.2693359375 2.2986328124999997 0.1843359375 0.012501367187500001
2.6171875 0.029267578125 0.3193359375 1.9486328125 0.27433593749999996 0.0249513671875
2.4171875 0.018017578125 0.2943359375 2.1236328125 0.22933593749999998 0.018726367187500002
2.0171875 0.025517578125 0.34433593749999997 1.7736328125 0.1393359375 0.0062763671875000005
2.0234375 0.016494140625 0.2998046875 2.0306640625 0.18855468749999998 0.0103615234375
2.4234375 0.023994140625 0.3498046875 1.6806640625 0.2785546875 0.0228115234375
2.6234374999999996 0.020244140625 0.2748046875 2.2056640625 0.2335546875 0.0165865234375
2.2234375 0.027744140624999997 0.32480468749999997 1.8556640625 0.1435546875 0.0041365234375
2.3234375 0.022119140625 0.3373046875 1.9431640625 0.1210546875 0.007249023437500001
2.7234374999999997 0.029619140625 0.2873046875 2.2931640625 0.2110546875 0.0196990234375
2.5234375 0.018369140625 0.31230468749999996 1.7681640625 0.2560546875 0.0134740234375
2.1234375 0.025869140625 0.2623046875 2.1181640625 0.1660546875 0.0010240234375
2.1734375 0.019306640625 0.3060546875 2.2494140624999996 0.2898046875 0.005692773437500001
2.5734375 0.026806640625 0.2560546875 1.8994140625 0.1998046875 0.018142773437500002
2.7734375 0.015556640625 0.3310546875 2.0744140625 0.15480468749999998 0.0243677734375
2.3734375 0.023056640625 0.2810546875 1.7244140625 0.2448046875 0.011917773437500001
2.2734375 0.017431640624999998 0.2685546875 1.6369140625 0.2223046875 0.0025802734375
2.6734375 0.024931640625 0.3185546875 1.9869140625 0.1323046875 0.0150302734375
2.4734374999999997 0.021181640624999998 0.29355468749999997 1.8119140625 0.1773046875 0.0212552734375
2.0734375 0.028681640624999998 0.34355468749999996 2.1619140624999997 0.2673046875 0.0088052734375
2.0984375 0.020712890625 0.2529296875 1.7462890625 0.1491796875 0.0142521484375
