index,Star,Scan,JD,CHARA_num,wl,v2,v2c,v2sig,v2exp,flux,T1,T2,File,sp_freq,sp_freq_sample,pa,corr_v2,corr_v2c,corr_v2sig,cal_v2,cal_v2sig
75,HD_181276,51,6686.0024,244220,0.63,0.002638,0.001105,0.000238,0.9115,8176.9,W1,W2,../newRuns/180422/180422_51_HD_181276.pav,167700952.52974552,167700952.52974552,156.2450619322932,0.0036593817241142267,0.0012122874382885355,0.0002611080636313769,0.015124796723762239,0.0011103357198245511
124,HD_181276,53,6686.0141,244220,0.7935,0.000791,0.000406,0.000139,0.9323,9366.8,W1,W2,../newRuns/180422/180422_53_HD_181276.pav,134168076.54659003,134168076.54659003,159.8116604894486,0.0009629280171223957,0.00043548214094175697,0.00014909363938646358,0.00478714308624822,0.0007543494599006211
125,HD_181276,53,6686.0141,244220,0.7857,0.000631,0.000399,0.000138,0.9342,9833.0,W1,W2,../newRuns/180422/180422_53_HD_181276.pav,135500023.85098535,135500023.85098535,159.8116604894486,0.0007683711273870172,0.0004271034039820167,0.00014771997430956967,0.0038129554717187264,0.0007429209151791624
126,HD_181276,53,6686.0141,244220,0.7779,0.001097,0.000671,0.000132,0.9347,10009.9,W1,W2,../newRuns/180422/180422_53_HD_181276.pav,136858682.01532224,136858682.01532224,159.8116604894486,0.0013382803045361095,0.0007178773938161978,0.0001412217823900717,0.006868212942602295,0.0007473134376991531
127,HD_181276,53,6686.0141,244220,0.7706,0.00097,0.000786,0.000136,0.9337,9818.5,W1,W2,../newRuns/180422/180422_53_HD_181276.pav,138155163.17119023,138155163.17119023,159.8116604894486,0.0011873305300559248,0.0008418121452286602,0.00014565706329656207,0.0057921676159952565,0.0007247180764131894
128,HD_181276,53,6686.0141,244220,0.7633,0.001112,0.000915,0.000134,0.9329,10248.8,W1,W2,../newRuns/180422/180422_53_HD_181276.pav,139476442.73512274,139476442.73512274,159.8116604894486,0.0013655187596674431,0.0009808125200986173,0.00014363811769750243,0.0066376125815541765,0.0007138186208351147
129,HD_181276,53,6686.0141,244220,0.7564,0.001181,0.000856,0.000123,0.9321,10966.0,W1,W2,../newRuns/180422/180422_53_HD_181276.pav,140748768.82564673,140748768.82564673,159.8116604894486,0.001454790774813756,0.0009183563995279476,0.00013196009011908594,0.007146491727734814,0.0006726700749433896
130,HD_181276,53,6686.0141,244220,0.7496,0.00127,0.000679,0.000124,0.9306,11678.4,W1,W2,../newRuns/180422/180422_53_HD_181276.pav,142025571.95800316,142025571.95800316,159.8116604894486,0.001570542441728481,0.0007296367934665807,0.0001332473672899205,0.007869482114665004,0.0007382471337530809
131,HD_181276,53,6686.0141,244220,0.7428,0.001197,0.000644,0.000132,0.9278,11676.6,W1,W2,../newRuns/180422/180422_53_HD_181276.pav,143325752.2074841,143325752.2074841,159.8116604894486,0.001488237337483789,0.000694115111015305,0.00014227204138823023,0.006886469230780817,0.0007119271850236974
132,HD_181276,53,6686.0141,244220,0.736,0.001422,0.000794,0.000135,0.9248,12096.2,W1,W2,../newRuns/180422/180422_53_HD_181276.pav,144649957.52679238,144649957.52679238,159.8116604894486,0.0017779886913510913,0.0008585640138408305,0.00014597750865051905,0.008287643920163712,0.0007033273344319093
133,HD_181276,53,6686.0141,244220,0.7292,0.001384,0.000907,0.000123,0.9231,12587.5,W1,W2,../newRuns/180422/180422_53_HD_181276.pav,145998860.03801316,145998860.03801316,159.8116604894486,0.0017379384762871448,0.0009825587693640993,0.00013324666883327918,0.008153433270537937,0.0006354320397170353
134,HD_181276,53,6686.0141,244220,0.7223,0.001439,0.000932,0.000115,0.9228,13110.6,W1,W2,../newRuns/180422/180422_53_HD_181276.pav,147393560.48694333,147393560.48694333,159.8116604894486,0.001812249453566883,0.001009969657563936,0.0001246207195491981,0.009143968580252885,0.0006501321696196037
135,HD_181276,53,6686.0141,244220,0.7159,0.001398,0.001091,0.000117,0.9227,12927.2,W1,W2,../newRuns/180422/180422_53_HD_181276.pav,148711228.8583869,148711228.8583869,159.8116604894486,0.0017651029727581338,0.0011823994797875799,0.00012680177739243524,0.00842910272196221,0.0006160601222925512
136,HD_181276,53,6686.0141,244220,0.7095,0.001501,0.000956,0.000111,0.923,13406.4,W1,W2,../newRuns/180422/180422_53_HD_181276.pav,150052669.11870214,150052669.11870214,159.8116604894486,0.0018992609168942093,0.0010357529794149513,0.00012026002166847237,0.009919784538665809,0.0006970207819734374
137,HD_181276,53,6686.0141,244220,0.7035,0.001503,0.000848,0.000116,0.9232,13713.2,W1,W2,../newRuns/180422/180422_53_HD_181276.pav,151332436.01950133,151332436.01950133,159.8116604894486,0.0019059518738205213,0.0009185441941074523,0.00012564991334488735,0.010664566506998902,0.0008019326700684576
138,HD_181276,53,6686.0141,244220,0.6977,0.001558,0.000782,0.000113,0.9233,13889.4,W1,W2,../newRuns/180422/180422_53_HD_181276.pav,152590466.8764787,152590466.8764787,159.8116604894486,0.0019801641788921138,0.0008469619841871548,0.0001223870897866349,0.010864699864555617,0.000740107792623362
139,HD_181276,53,6686.0141,244220,0.6918,0.001901,0.001095,0.000143,0.9224,13124.7,W1,W2,../newRuns/180422/180422_53_HD_181276.pav,153891831.07794043,153891831.07794043,159.8116604894486,0.0024244052252816815,0.0011871205550737208,0.00015503035559410235,0.011400392841323138,0.0007678889338181487
140,HD_181276,53,6686.0141,244220,0.686,0.001803,0.001188,0.000141,0.9213,13205.4,W1,W2,../newRuns/180422/180422_53_HD_181276.pav,155192957.3465294,155192957.3465294,159.8116604894486,0.002307882924659744,0.001289482253337675,0.0001530446108759362,0.010486637867238082,0.0007378724239279434
141,HD_181276,53,6686.0141,244220,0.6804,0.002317,0.001079,0.000131,0.9204,13281.8,W1,W2,../newRuns/180422/180422_53_HD_181276.pav,156470265.63744736,156470265.63744736,159.8116604894486,0.0029759711391312807,0.001172316384180791,0.00014232942199043894,0.013258357676790693,0.0007031958030608743
142,HD_181276,53,6686.0141,244220,0.675,0.002004,0.00103,0.000133,0.9196,13253.8,W1,W2,../newRuns/180422/180422_53_HD_181276.pav,157722027.76254693,157722027.76254693,159.8116604894486,0.002582376330251969,0.0011200521966072206,0.00014462809917355373,0.011431520433531867,0.0007488489210414457
143,HD_181276,53,6686.0141,244220,0.6697,0.002095,0.001012,0.000154,0.9175,12108.3,W1,W2,../newRuns/180422/180422_53_HD_181276.pav,158970238.52429324,158970238.52429324,159.8116604894486,0.0027123451412907874,0.0011029972752043598,0.0001678474114441417,0.010552856374690433,0.000811376509494089
144,HD_181276,53,6686.0141,244220,0.6643,0.002156,0.00116,0.000178,0.9154,11895.5,W1,W2,../newRuns/180422/180422_53_HD_181276.pav,160262484.93108413,160262484.93108413,159.8116604894486,0.002804744402565548,0.0012672055931833078,0.00019445051343674896,0.011513040729133615,0.0008428868714753916
145,HD_181276,53,6686.0141,244220,0.659,0.002106,0.001216,0.000167,0.9132,11722.3,W1,W2,../newRuns/180422/180422_53_HD_181276.pav,161551394.14221424,161551394.14221424,159.8116604894486,0.0027531905032094684,0.001331581252737626,0.00018287341217696013,0.011666537964713656,0.000823361323052224
146,HD_181276,53,6686.0141,244220,0.6536,0.002096,0.001247,0.000183,0.9104,11612.8,W1,W2,../newRuns/180422/180422_53_HD_181276.pav,162886121.0828017,162886121.0828017,159.8116604894486,0.002755725724769011,0.0013697275922671353,0.00020101054481546575,0.011799099061594655,0.0008919131327904824
147,HD_181276,53,6686.0141,244220,0.6485,0.002264,0.001098,0.000208,0.9073,10567.6,W1,W2,../newRuns/180422/180422_53_HD_181276.pav,164167106.76903498,164167106.76903498,159.8116604894486,0.002994309667204161,0.0012101840626033286,0.00022925162570263419,0.011388656544281972,0.0009636201845825786
148,HD_181276,53,6686.0141,244220,0.6436,0.002643,0.001114,0.000213,0.9045,10471.9,W1,W2,../newRuns/180422/180422_53_HD_181276.pav,165416980.63971284,165416980.63971284,159.8116604894486,0.0035150387750533204,0.0012316196793808734,0.00023548922056384743,0.013716997372067479,0.0010707307268580696
149,HD_181276,53,6686.0141,244220,0.6389,0.002256,0.001458,0.000213,0.899,10256.3,W1,W2,../newRuns/180422/180422_53_HD_181276.pav,166633853.09081104,166633853.09081104,159.8116604894486,0.003025982281419146,0.0016218020022246943,0.00023692992213570634,0.011596546795746702,0.0010024581765412464
150,HD_181276,53,6686.0141,244220,0.6345,0.001963,0.001194,0.000234,0.8882,9873.6,W1,W2,../newRuns/180422/180422_53_HD_181276.pav,167789391.23675206,167789391.23675206,159.8116604894486,0.002671137791130879,0.001344291826165278,0.00026345417698716504,0.010301257865416929,0.0010790266989710636
151,HD_181276,53,6686.0141,244220,0.63,0.001983,0.000904,0.000237,0.8651,9205.7,W1,W2,../newRuns/180422/180422_53_HD_181276.pav,168987886.88844314,168987886.88844314,159.8116604894486,0.0027770426622112368,0.0010449658998959658,0.000273956768003699,0.010940690041190861,0.001160470893173253
200,HD_181276,55,6686.0266,244220,0.7935,0.000758,0.000579,0.000132,0.9332,10020.5,W1,W2,../newRuns/180422/180422_55_HD_181276.pav,135030025.5421932,135030025.5421932,163.55487848670455,0.0009503319291549167,0.0006204457779682811,0.00014144877839691384,0.005021902272108652,0.000780684604497253
201,HD_181276,55,6686.0266,244220,0.7857,0.000835,0.000601,0.000121,0.9338,10494.2,W1,W2,../newRuns/180422/180422_55_HD_181276.pav,136370529.80492595,136370529.80492595,163.55487848670455,0.0010491504130004262,0.0006436067680445492,0.00012957806810880274,0.0054412425505180025,0.0007192243802169125
202,HD_181276,55,6686.0266,244220,0.7779,0.001031,0.000632,0.000122,0.9336,10737.9,W1,W2,../newRuns/180422/180422_55_HD_181276.pav,137737916.52877015,137737916.52877015,163.55487848670455,0.0012994387466417495,0.000676949443016281,0.0001306769494430163,0.006922726997875211,0.0007414491172434169
203,HD_181276,55,6686.0266,244220,0.7706,0.001175,0.000612,0.000118,0.9327,10505.1,W1,W2,../newRuns/180422/180422_55_HD_181276.pav,139042726.79435545,139042726.79435545,163.55487848670455,0.001486491833152048,0.0006561595368285623,0.00012651442049962475,0.0073023580196842465,0.0006453747320134132
204,HD_181276,55,6686.0266,244220,0.7633,0.001365,0.000776,0.000122,0.932,10823.1,W1,W2,../newRuns/180422/180422_55_HD_181276.pav,140372494.782825,140372494.782825,163.55487848670455,0.0017330800107664519,0.000832618025751073,0.00013090128755364805,0.008499257145589925,0.0006679348918056414
205,HD_181276,55,6686.0266,244220,0.7564,0.001265,0.000958,0.000103,0.9319,11463.4,W1,W2,../newRuns/180422/180422_55_HD_181276.pav,141652994.8013357,141652994.8013357,163.55487848670455,0.0016107109313035321,0.0010280072969202705,0.0001105268805665844,0.00783597088387896,0.0005602872213959775
206,HD_181276,55,6686.0266,244220,0.7496,0.001389,0.00079,0.0001,0.931,12261.2,W1,W2,../newRuns/180422/180422_55_HD_181276.pav,142938000.6239732,142938000.6239732,163.55487848670455,0.0017752446022445839,0.0008485499462943071,0.00010741138560687433,0.008625786749232707,0.0005593758145539526
207,HD_181276,55,6686.0266,244220,0.7428,0.001658,0.00078,0.00011,0.9285,12396.7,W1,W2,../newRuns/180422/180422_55_HD_181276.pav,144246533.74761754,144246533.74761754,163.55487848670455,0.0021308020598101917,0.000840064620355412,0.00011847065158858374,0.009424807718760347,0.0005526282818116322
208,HD_181276,55,6686.0266,244220,0.736,0.001648,0.000893,0.000114,0.926,12837.6,W1,W2,../newRuns/180422/180422_55_HD_181276.pav,145579246.28767705,145579246.28767705,163.55487848670455,0.0021298585966545843,0.0009643628509719222,0.00012311015118790497,0.009701326408764052,0.0005727459400080093
209,HD_181276,55,6686.0266,244220,0.7292,0.001536,0.000845,0.000102,0.9248,13178.2,W1,W2,../newRuns/180422/180422_55_HD_181276.pav,146936814.68421602,146936814.68421602,163.55487848670455,0.0019936314520055663,0.00091371107266436,0.00011029411764705883,0.009549507070949257,0.000565033321485366
210,HD_181276,55,6686.0266,244220,0.7223,0.001701,0.000867,0.000105,0.9244,13642.6,W1,W2,../newRuns/180422/180422_55_HD_181276.pav,148340475.24260044,148340475.24260044,163.55487848670455,0.0022155977151266672,0.0009379056685417568,0.00011358719169190827,0.01125313060149847,0.0006174755680619318
211,HD_181276,55,6686.0266,244220,0.7159,0.001731,0.000956,0.000103,0.9239,13458.8,W1,W2,../newRuns/180422/180422_55_HD_181276.pav,149666608.83884665,149666608.83884665,163.55487848670455,0.0022625468562043932,0.0010347440199155753,0.00011148392683190821,0.010960448675153417,0.0005715594297679873
212,HD_181276,55,6686.0266,244220,0.7095,0.001722,0.000929,0.000103,0.9239,13921.0,W1,W2,../newRuns/180422/180422_55_HD_181276.pav,151016667.04401734,151016667.04401734,163.55487848670455,0.0022575756754556055,0.0010055200779305119,0.00011148392683190821,0.011135580073866494,0.0005663948229484606
213,HD_181276,55,6686.0266,244220,0.7035,0.0018,0.000988,9.2e-05,0.9235,14188.7,W1,W2,../newRuns/180422/180422_55_HD_181276.pav,152304655.67552283,152304655.67552283,163.55487848670455,0.0023676740731679354,0.001069842988630211,9.962100703844071e-05,0.012128058537197757,0.0005340910906973805
214,HD_181276,55,6686.0266,244220,0.6977,0.001884,0.000941,9.8e-05,0.9229,14267.8,W1,W2,../newRuns/180422/180422_55_HD_181276.pav,153570768.62223062,153570768.62223062,163.55487848670455,0.0024868611084613,0.001019612092317694,0.0001061870191786759,0.012950591925986122,0.0005766790706973038
215,HD_181276,55,6686.0266,244220,0.6918,0.001987,0.000913,0.000113,0.9218,13420.2,W1,W2,../newRuns/180422/180422_55_HD_181276.pav,154880493.3040334,154880493.3040334,163.55487848670455,0.002633740926306987,0.000990453460620525,0.0001225862443046214,0.01170396627564833,0.0005642253705733192
216,HD_181276,55,6686.0266,244220,0.686,0.002182,0.000935,0.000127,0.9215,13529.6,W1,W2,../newRuns/180422/180422_55_HD_181276.pav,156189978.5243882,156189978.5243882,163.55487848670455,0.0029017600245676927,0.0010146500271296798,0.0001378187737384699,0.012596895195202322,0.000619077535141689
217,HD_181276,55,6686.0266,244220,0.6804,0.002104,0.001084,0.000123,0.9212,13601.4,W1,W2,../newRuns/180422/180422_55_HD_181276.pav,157475492.75092638,157475492.75092638,163.55487848670455,0.0028071695427614144,0.0011767260095527571,0.00013352149370386452,0.012043876449723642,0.0005916007783138728
218,HD_181276,55,6686.0266,244220,0.675,0.002238,0.001114,0.000117,0.9202,13534.4,W1,W2,../newRuns/180422/180422_55_HD_181276.pav,158735296.6929338,158735296.6929338,163.55487848670455,0.0029978365787577677,0.0012106063899152359,0.00012714627254944576,0.012595027433793666,0.0005569704641288309
219,HD_181276,55,6686.0266,244220,0.6697,0.002353,0.001316,0.000136,0.9182,12328.2,W1,W2,../newRuns/180422/180422_55_HD_181276.pav,159991526.45621967,159991526.45621967,163.55487848670455,0.003167875171236104,0.00143323894576345,0.00014811587889348725,0.011400598080077299,0.0005499343747948965
220,HD_181276,55,6686.0266,244220,0.6643,0.002429,0.001325,0.00014,0.9165,12065.5,W1,W2,../newRuns/180422/180422_55_HD_181276.pav,161292074.76701838,161292074.76701838,163.55487848670455,0.0032861216027906125,0.0014457174031642117,0.00015275504637206764,0.012507286488768816,0.0006170651506066842
221,HD_181276,55,6686.0266,244220,0.659,0.002453,0.000967,0.000148,0.9144,11851.6,W1,W2,../newRuns/180422/180422_55_HD_181276.pav,162589264.44268635,162589264.44268635,163.55487848670455,0.003336227721788816,0.0010575240594925634,0.00016185476815398076,0.01320286285226768,0.0006655851099264921
222,HD_181276,55,6686.0266,244220,0.6536,0.002274,0.000898,0.00014,0.9119,11705.4,W1,W2,../newRuns/180422/180422_55_HD_181276.pav,163932566.19909778,163932566.19909778,163.55487848670455,0.00311095967756097,0.0009847571005592718,0.00015352560587783746,0.012260807515471418,0.0006566466524231503
223,HD_181276,55,6686.0266,244220,0.6485,0.002657,0.001108,0.00018,0.909,10620.0,W1,W2,../newRuns/180422/180422_55_HD_181276.pav,165221781.44599894,165221781.44599894,163.55487848670455,0.0036575257804027242,0.001218921892189219,0.00019801980198019803,0.012432374542585278,0.0007067716197808248
224,HD_181276,55,6686.0266,244220,0.6436,0.002372,0.00117,0.000182,0.9062,10479.2,W1,W2,../newRuns/180422/180422_55_HD_181276.pav,166479685.0026885,166479685.0026885,163.55487848670455,0.0032849666782846826,0.0012911057161774442,0.00020083866696093578,0.01148633534561112,0.0007203243768668617
225,HD_181276,55,6686.0266,244220,0.6389,0.002142,0.001058,0.000175,0.9003,10192.2,W1,W2,../newRuns/180422/180422_55_HD_181276.pav,167704375.1255757,167704375.1255757,163.55487848670455,0.0029944934772330265,0.001175163834277463,0.00019437965122736867,0.010561153263559244,0.0006970074311970325
226,HD_181276,55,6686.0266,244220,0.6345,0.002227,0.001074,0.000191,0.8894,9744.7,W1,W2,../newRuns/180422/180422_55_HD_181276.pav,168867336.90737638,168867336.90737638,163.55487848670455,0.0031601429800636764,0.0012075556554980887,0.0002147515178772206,0.011325032962702009,0.0007823594593472648
227,HD_181276,55,6686.0266,244220,0.63,0.002025,0.000751,0.000187,0.868,9044.1,W1,W2,../newRuns/180422/180422_55_HD_181276.pav,170073532.17100048,170073532.17100048,163.55487848670455,0.002952767341003298,0.0008652073732718894,0.00021543778801843318,0.010954378344576998,0.0008148985242236827
276,HD_181276,57,6686.0353,244220,0.7935,0.000739,0.000519,0.000165,0.9587,8570.3,W1,W2,../newRuns/180422/180422_57_HD_181276.pav,135477799.80571583,135477799.80571583,166.12677158087473,0.0008962030496754051,0.0005413580890789611,0.00017210806300198186,0.0049422302118760555,0.0009531655772991781
277,HD_181276,57,6686.0353,244220,0.7857,0.001043,0.000563,0.000139,0.9597,9013.0,W1,W2,../newRuns/180422/180422_57_HD_181276.pav,136822749.3265057,136822749.3265057,166.12677158087473,0.0012669851940611614,0.0005866416588517245,0.00014483692820673125,0.006946557486609913,0.0008046422430548394
278,HD_181276,57,6686.0353,244220,0.7779,0.000874,0.000598,0.000137,0.9602,9202.5,W1,W2,../newRuns/180422/180422_57_HD_181276.pav,138194670.45357436,138194670.45357436,166.12677158087473,0.0010641021397806883,0.0006227869193917933,0.0001426786086232035,0.005898931666282827,0.000798163162342607
279,HD_181276,57,6686.0353,244220,0.7706,0.001164,0.000782,0.000138,0.9598,8994.1,W1,W2,../newRuns/180422/180422_57_HD_181276.pav,139503807.61203673,139503807.61203673,166.12677158087473,0.0014215750376427058,0.0008147530735569911,0.00014377995415711605,0.007156128117950121,0.000733778288897195
280,HD_181276,57,6686.0353,244220,0.7633,0.001158,0.000724,0.000137,0.9588,9289.4,W1,W2,../newRuns/180422/180422_57_HD_181276.pav,140837985.2559092,140837985.2559092,166.12677158087473,0.001419605060727002,0.000755110554860242,0.00014288694201084688,0.007090745200774632,0.0007222713606572841
281,HD_181276,57,6686.0353,244220,0.7564,0.001271,0.000723,0.000123,0.9578,9869.5,W1,W2,../newRuns/180422/180422_57_HD_181276.pav,142122731.5518714,142122731.5518714,166.12677158087473,0.0015639121492892394,0.000754854875756943,0.00012841929421591149,0.007753260407465017,0.0006492612182201538
282,HD_181276,57,6686.0353,244220,0.7496,0.001282,0.000822,0.000133,0.9571,10540.1,W1,W2,../newRuns/180422/180422_57_HD_181276.pav,143411998.5936973,143411998.5936973,166.12677158087473,0.0015828425978314088,0.0008588444258698151,0.0001389614460348971,0.007890897864214272,0.0007036210767008325
